v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",,,
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,,,
ham,You should get more chicken broth if you want ramen unless there's some I don't know about,,,
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",,,
ham,I love u 2 my little pocy bell I am sorry but I love u,,,
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,,,
ham,I've not sent it. He can send me.,,,
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,,,
ham,I've reached home n i bathe liao... U can call me now...,,,
ham,"Sorry pa, i dont knw who ru pa?",,,
ham,O ic lol. Should play 9 doors sometime yo,,,
ham,Understand. his loss is my gain :) so do you work? School?,,,
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,,,
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,,,
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,,,
ham,Well done and ! luv ya all ,,,
ham,How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...,,,
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,,,
ham,Nt joking seriously i told,,,
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,,,
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,,,
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,,,
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",,,
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",,,
ham,Nope. I just forgot. Will show next week,,,
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",,,
ham,Thank you. do you generally date the brothas?,,,
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,,,
ham,Taka lor. Wat time u wan 2 come n look 4 us?,,,
ham,G wants to know where the fuck you are,,,
ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",,,
ham,"Sorry, got a late start, we're on the way",,,
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",,,
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",,,
ham,I told your number to gautham..,,,
ham,Please tell me not all of my car keys are in your purse,,,
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",,,
ham,Ew are you one of them?,,,
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",,,
ham,Wake me up at  &lt;#&gt;  am morning:),,,
ham,"U so lousy, run already come back then half dead... Hee...",,,
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,,,
ham,Then u going ikea str aft dat?,,,
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,,,
spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,,,
ham,Early bird! Any purchases yet?,,,
ham,Wah lucky man... Then can save money... Hee...,,,
ham,Lol they were mad at first but then they woke up and gave in.,,,
ham,I'll probably be by tomorrow (or even later tonight if something's going on),,,
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,,,
ham,Ok k..sry i knw 2 siva..tats y i askd..,,,
ham,I'm reaching home in 5 min.,,,
ham,"Sorry, went to bed early, nightnight",,,
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),,,
ham,Send to someone else :-),,,
ham,I dont thnk its a wrong calling between us,,,
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",,,
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,,,
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",,,
ham,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,,,
ham,I got your back! Do you have any dislikes in bed?,,,
ham,"Not really dude, have no friends i'm afraid :(",,,
ham,"Yes..but they said its IT.,",,,
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol",,,
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,,,
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,,,
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,,,
ham,"Goodmorning,my grandfather expired..so am on leave today.",,,
ham,Ok.,,,
ham,Hello- thanx for taking that call. I got a job! Starts on monday!,,,
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",,,
ham,I'm not. She lip synced with shangela.,,,
ham,When you came to hostel.,,,
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",,,
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,,,
ham,Tell them no need to investigate about me anywhere.,,,
ham,"Usf I guess, might as well take 1 car",,,
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",,,
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,,,
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,,,
ham,Anything lor. Juz both of us lor.,,,
ham,I know you are serving. I mean what are you doing now.,,,
ham,"Doing nothing, then u not having dinner w us?",,,
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,,,
ham,Lemme know when you're here,,,
ham,Did you try making another butt.,,,
ham,Sending you greetings of joy and happiness. Do have a gr8 evening,,,
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,,,
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,,,
ham,From here after The performance award is calculated every two month.not for current one month period..,,,
ham,Pls pls find out from aunt nike.,,,
ham,Ard 6 like dat lor.,,,
ham,What Today-sunday..sunday is holiday..so no work..,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.,,,
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,,,
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,,,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
ham,Hey check it da. I have listed da.,,,
ham,You still at grand prix?,,,
ham,S:-)kallis wont play in first two odi:-),,,
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,,,
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,,,
ham,"Fuuuuck I need to stop sleepin, sup",,,
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),,,
ham,K do I need a login or anything,,,
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",,,
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,
ham,Glad to see your reply.,,,
ham,Good Morning my Dear........... Have a great &amp; successful day.,,,
ham,....photoshop makes my computer shut down.,,,
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,,,
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",,,
ham,And I don't plan on staying the night but I prolly won't be back til late,,,
ham,Sir send to group mail check it.,,,
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",,,
ham,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,,,
ham,I'm fine. Hope you are also,,,
ham,Not yet chikku..wat abt u?,,,
ham,Oh. U must have taken your REAL Valentine out shopping first.,,,
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,,,
ham,Which is weird because I know I had it at one point,,,
ham,Dont know you bring some food,,,
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,,,
ham,"And how you will do that, princess? :)",,,
ham,Thanks for understanding. I've been trying to tell sura that.,,,
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,,,
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,,,
ham,Its a part of checking IQ,,,
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,,,
ham,Jason says it's cool if we pick some up from his place in like an hour,,,
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",,,
ham,"&lt;#&gt; , that's all? Guess that's easy enough",,,
ham,Not course. Only maths one day one chapter with in one month we can finish.,,,
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,,,
ham,I am going to film 2day da. At 6pm. Sorry da.,,,
ham,Yup ok...,,,
ham,"That means you got an A in epi, she.s fine. She.s here now.",,,
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",,,
ham,I could ask carlos if we could get more if anybody else can chip in,,,
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,,,
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,,,
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,,,
ham,Da is good good player.why he is unsold.,,,
ham,Just send a text. We'll skype later.,,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
ham,No management puzzeles.,,,
spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",,,
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,,,
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,,,
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",,,
ham,When/where do I pick you up,,,
ham,Cab is available.they pick up and drop at door steps.,,,
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,,,
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,,,
ham,"Sorry, I'll call later",,,
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",,,
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,,,
ham,Ya had just now.onion roast.,,,
ham,Have you got Xmas radio times. If not i will get it now,,,
ham,"This is one of the days you have a billion classes, right?",,,
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,,,
ham,What makes you most happy?,,,
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,,,
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",,,
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,,,
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,"this wont even start........ Datz confidence..""",,
ham,10 min later k...,,,
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,,,
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,,,
ham,Finished class where are you.,,,
ham,"Nope. Since ayo travelled, he has forgotten his guy",,,
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,,,
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,,,
ham,Just finished. Missing you plenty,,,
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,,,
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",,,
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,,,
ham,"I'm in solihull, | do you want anything?",,,
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,,,
ham,Can come my room but cannot come my house cos my house still messy... Haha...,,,
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",,,
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,,,
ham,Howz pain?hope u r fine..,,,
ham,Please sen :)my kind advice :-)please come here and try:-),,,
ham,"K so am I, how much for an 8th? Fifty?",,,
ham,Ok... Sweet dreams...,,,
ham,Are you willing to go for apps class.,,,
ham,I'm done. C Ì_ there.,,,
ham,Hey gals...U all wanna meet 4 dinner at nÌÂte? ,,,
ham,Why tired what special there you had,,,
ham,"There're some people by mu, I'm at the table by lambda",,,
ham,Yup... From what i remb... I think should be can book... ,,,
ham,Kallis wont bat in 2nd innings.,,,
ham,"Sorry my roommates took forever, it ok if I come by now?",,,
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,,,
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,,,
ham,Me i'm not workin. Once i get job...,,,
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,,,
ham,How was txting and driving,,,
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",,,
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,,,
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",,,
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,,,
spam,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,,,
ham,No but the bluray player can,,,
ham,Yes :)it completely in out of form:)clark also utter waste.,,,
ham,How would my ip address test that considering my computer isn't a minecraft server,,,
ham,I'm in class. Did you get my text.,,,
ham,Shall i send that exe to your mail id.,,,
ham,"Thursday night? Yeah, sure thing, we'll work it out then",,,
ham,Hey do you want anything to buy:),,,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
ham,Boo what time u get out? U were supposed to take me shopping today. :(,,,
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",,,
ham,Whatsup there. Dont u want to sleep,,,
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,,,
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,,,
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,,,
ham,on a Tuesday night r u 4 real,,,
ham,Prepare to be pleasured :),,,
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
ham,U coming 2 pick me?,,,
ham,ARR birthday today:) i wish him to get more oscar.,,,
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,,,
ham,Just seeing your missed call my dear brother. Do have a gr8 day.,,,
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",,,
ham,Thanx but my birthday is over already.,,,
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",,,
ham,I wait 4 Ì_ inside da car park...,,,
ham,"Probably not, still going over some stuff here",,,
ham,Sounds great! Are you home now?,,,
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",,,
ham,Sat right? Okay thanks... ,,,
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
ham,What he said is not the matter. My mind saying some other matter is there.,,,
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,,,
ham,"Haha I heard that, text me when you're around",,,
ham,Is avatar supposed to have subtoitles,,,
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,,,
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,,,
ham,All e best 4 ur exam later.,,,
ham,I dont thnk its a wrong calling between us,,,
ham,Ok i shall talk to him,,,
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,,,
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,,,
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),,,
ham,But you dint in touch with me.,,,
ham,I dont thnk its a wrong calling between us,,,
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,,,
ham,You will be in the place of that man,,,
ham,Y lei?,,,
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,,,
ham,Then why you came to hostel.,,,
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",,,
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
ham,I'm going for bath will msg you next  &lt;#&gt;  min..,,,
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,,,
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,,,
ham,Yup no more already... Thanx 4 printing n handing it up.,,,
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",,,
ham,Thanx...,,,
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...,,,
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",,,
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,,,
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,,,
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,,,
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,,,
ham,Nite...,,,
ham,Indeed and by the way it was either or - not both !,,,
ham,"Hi elaine, is today's meeting confirmed?",,,
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,,,
ham,Yar else i'll thk of all sorts of funny things.,,,
ham,Wanna do some art?! :D,,,
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,,,
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",,,
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,,,
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,,,
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,,,
ham,Are you coming to day for class.,,,
ham,"Nothing really, just making sure everybody's up to speed",,,
ham,"Aight, we'll head out in a few",,,
ham,Ok then u tell me wat time u coming later lor.,,,
ham,"K, I'll work something out",,,
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,,,
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,,,
ham,"Lol, oh you got a friend for the dog ?",,,
ham,"Oh fine, I'll be by tonight",,,
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,,,
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",,,
ham,Where did u go? My phone is gonna die you have to stay in here,,,
ham,"ItÛ÷s reassuring, in this crazy world.",,,
ham,We have all rounder:)so not required:),,,
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,,,
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",,,
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",,,
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,,,
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,,,
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,,,
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,,,
ham,Thank u!,,,
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",,,
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,,,
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",,,
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,
ham,"If we hit it off, you can move in with me :)",,,
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,
ham,Get ready for  &lt;#&gt;  inches of pleasure...,,,
ham,I'm glad. You are following your dreams.,,,
spam,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,,,
ham,Ya even those cookies have jelly on them,,,
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",,,
ham,Senthil group company Apnt 5pm.,,,
ham,Kent vale lor... ÌÏ wait 4 me there ar?,,,
ham,Oh k...i'm watching here:),,,
ham,Feel like trying kadeem again? :V,,,
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,,,
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,
ham,How many licks does it take to get to the center of a tootsie pop?,,,
ham,I absolutely LOVE South Park! I only recently started watching the office.,,,
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",,,
ham,Gud mrng dear hav a nice day,,,
ham,Ugh just got outta class,,,
ham,Ok.,,,
ham,No dear i do have free messages without any recharge. Hi hi hi,,,
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,Do u hav any frnd by name ashwini in ur college?,,,
ham,If you're thinking of lifting me one then no.,,,
ham,Well then you have a great weekend!,,,
ham,Oops. 4 got that bit.,,,
ham,K.i will send in  &lt;#&gt;  min:),,,
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",,,
ham,"K, can that happen tonight?",,,
ham,What happen dear. Why you silent. I am tensed,,,
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,,,
