v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,We have pizza if u want,,,
ham,Tell me again what your address is,,,
ham,Hi.what you think about match?,,,
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,,,
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",,,
ham,You could have seen me..i did't recognise you Face.:),,,
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,,,
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",,,
ham,You're right I have now that I think about it,,,
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),,,
ham,Please tell me you have some of that special stock you were talking about,,,
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,,,
ham,So what about you. What do you remember,,,
ham,"There'll be a minor shindig at my place later tonight, you interested?",,,
ham,On ma way to school. Can you pls send me ashley's number,,,
ham,"Yes obviously, but you are the eggs-pert and the potato headÛ_ Speak soon! ",,,
ham,I dont know exactly could you ask chechi.,,,
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,,,
ham,I fetch yun or u fetch?,,,
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,,,
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",,,
ham,"A few people are at the game, I'm at the mall with iouri and kaila",,,
ham,Dude got a haircut. Now its breezy up there,,,
ham,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",,,
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",,,
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,,,
ham,Sen told that he is going to join his uncle finance in cbe,,,
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,,,
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,,,
ham,O we cant see if we can join denis and mina? Or does denis want alone time,,,
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,,,
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,,,
ham,Anything...,,,
ham,DO NOT B LATE LOVE MUM,,,
ham,Can't take any major roles in community outreach. You rock mel,,,
ham,I don't think he has spatula hands!,,,
ham,No calls..messages..missed calls,,,
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,,,
ham,Yes princess! I want to catch you with my big strong hands...,,,
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,,,
ham,No probs hon! How u doinat the mo?,,,
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",,,
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",,,
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",,,
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,,,
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,,,
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,,,
ham,"Thank you. And by the way, I just lost.",,,
ham,Well that must be a pain to catch,,,
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",,,
ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,,,
ham,"Come round, it's . ",,,
ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",,,
ham,Play w computer? Aiyah i tok 2 u lor?,,,
ham,Which channel:-):-):):-).,,,
ham,Do we have any spare power supplies,,,
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,,,
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,,,
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,,,
ham,"Sorry, I'll call later in meeting",,,
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",,,
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,,,
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,,,
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,
spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"," PO Box 1146 MK45 2WT (2/3)""",,
ham,Dear got bus directly to calicut,,,
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,,,
ham,Then wat r u doing now? Busy wif work?,,,
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",,,
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,,,
ham,"Same, I'm at my great aunts anniversary party in tarpon springs",,,
ham,"I'm home, my love ... If your still awake ... *loving kiss*",,,
ham,No did you check? I got his detailed message now,,,
ham,I love working from home :),,,
ham,Are you this much buzy,,,
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",,,
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",,,
ham,Dunno lei he neva say...,,,
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,,,
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,,,
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,,,
spam,85233 FREE>Ringtone!Reply REAL,,,
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",,,
ham,I'm going out to buy mum's present ar.,,,
ham,Shall i come to get pickle,,,
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",,,
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",,,
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",,,
ham,Just got to  &lt;#&gt;,,,
ham,K I'll call you when I'm close,,,
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",,,
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,,,
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,,,
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",,,
ham,Wishing you a wonderful week.,,,
ham,Is ur lecture over?,,,
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,,,
ham,You are not bothering me but you have to trust my answers. Pls.,,,
ham,No objection. My bf not coming.,,,
ham,jay says he'll put in  &lt;#&gt;,,,
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,,,
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,,,
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",,,
ham,But am going to college pa. What to do. are else ill come there it self. Pa.,,,
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",,,
ham,Babe ? I lost you ... :-(,,,
ham,I will be outside office take all from there,,,
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,,,
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",,,
spam,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,,,
ham,That's my honeymoon outfit. :),,,
ham,Doing project w frens lor. ,,,
ham,You still around? Looking to pick up later,,,
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,,,
ham,Good evening! How are you?,,,
ham,She's borderline but yeah whatever.,,,
spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",,,
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa,,,
ham,Booked ticket for pongal?,,,
ham,How much is torch in 9ja.,,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,,,
ham,Fuck babe ... What happened to you ? How come you never came back?,,,
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,,,
ham,K..u also dont msg or reply to his msg..,,,
ham,Goin to workout lor... Muz lose e fats... ,,,
ham,So why didnt you holla?,,,
ham,"Oops I did have it,  &lt;#&gt; ?",,,
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,,,
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",,,
ham,Just wait till end of march when el nino gets himself. Oh.,,,
ham,"[Û_] anyway, many good evenings to u! s",,,
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,,,
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,,,
ham,Hey they r not watching movie tonight so i'll prob b home early...,,,
ham,Lol or I could just starve and lose a pound by the end of the day.,,,
ham,They did't play one day last year know even though they have very good team.. Like india.,,,
ham,Somebody should go to andros and steal ice,,,
ham,S but mostly not like that.,,,
ham,Can you do a mag meeting this avo at some point?,,,
ham,"Aight, text me tonight and we'll see what's up",,,
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,,,
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,,,
ham,Wif my family booking tour package.,,,
ham,Ok,,,
ham,Get ready to put on your excellent sub face :),,,
ham,Can you pls send me that company name. In saibaba colany,,,
ham,"Why is that, princess? I bet the brothas are all chasing you!",,,
ham,I am not sure about night menu. . . I know only about noon menu,,,
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,,,
ham,Draw va?i dont think so:),,,
ham,Tell me whos this pls:-),,,
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,,,
ham,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...,,,
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,,,
ham,I'm job profile seems like bpo..,,,
ham,Alex says he's not ok with you not being ok with it,,,
ham,S...i will take mokka players only:),,,
ham,Yup...,,,
ham,I anything lor...,,,
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,,,
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",,,
ham,"Sure, I'll see if I can come by in a bit",,,
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",,,
ham,It took Mr owl 3 licks,,,
ham,"Just arrived, see you in a couple days &lt;3",,,
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",,,
ham,Prabha..i'm soryda..realy..frm heart i'm sory,,,
ham,Mum ask Ì_ to buy food home...,,,
ham,And do you have any one that can teach me how to ship cars.,,,
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",,,
ham,K..give back my thanks.,,,
ham,Are you up for the challenge? I know i am :),,,
ham,It's ok i wun b angry. Msg u aft i come home tonight.,,,
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,,,
ham,Lolnice. I went from a fish to ..water.?,,,
ham,Have you finished work yet? :),,,
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,
ham,"fyi I'm at usf now, swing by the room whenever",,,
ham,Havent shopping now lor i juz arrive only,,,
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",,,
ham,Daddy will take good care of you :),,,
ham,After completed degree. There is no use in joining finance.,,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,,,
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.,,,
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,,,
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,,,
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,,,
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,,,
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",,,
ham,Remind me how to get there and I shall do so,,,
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",,,
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,,,
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",,,
ham,So what do you guys do.,,,
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",,,
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,,,
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",,,
spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,See you there! ,,,
ham,Yes princess! I want to make you happy...,,,
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",,,
ham,ÌÏ called dad oredi...,,,
ham,Hi msg me:)i'm in office..,,,
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,,,
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,,,
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,,,
ham,O i played smash bros  &lt;#&gt;  religiously.,,,
ham,S'fine. Anytime. All the best with it.,,,
ham,Wow v v impressed. Have funs shopping!,,,
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,,,
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,,,
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,,,
ham,Then anything special?,,,
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,,,
ham,Still at west coast... Haiz... ÌÏ'll take forever to come back...,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,,,
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,,,
ham,Is ur paper in e morn or aft tmr?,,,
ham,K:)eng rocking in ashes:),,,
ham,Oh ho. Is this the first time u use these type of words,,,
ham,I am sorry it hurt you.,,,
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,,,
ham,Can you do online transaction?,,,
ham,Nope i'll come online now..,,,
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,,,
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,,,
ham,Wat r u doing?,,,
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,,,
ham,Fine. Do you remember me.,,,
spam,88066 FROM 88066 LOST 3POUND HELP,,,
ham,Stupid.its not possible,,,
ham,Can you open the door?,,,
ham,You should change your fb to jaykwon thuglyfe falconerf,,,
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",,,
ham,Are you ok. What happen to behave like this,,,
ham,Lol ... I knew that .... I saw him in the dollar store,,,
ham,No problem. We will be spending a lot of quality time together...,,,
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,,,
ham,But if she.s drinkin i'm ok.,,,
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",,,
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,,,
ham,Ooooooh I forgot to tell u I can get on yoville on my phone,,,
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",,,
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,,,
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,,,
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",,,
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,,,
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,,,
ham,Blank is Blank. But wat is blank? Lol,,,
ham,Even if he my friend he is a priest call him now,,,
ham,Can i get your opinion on something first?,,,
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",,,
ham,Ranjith cal drpd Deeraj and deepak 5min hold,,,
ham,I can't make it tonight,,,
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,,,
ham,Well welp is sort of a semiobscure internet thing,,,
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,,,
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,,,
ham,"Sorry,  in meeting I'll call you later",,,
ham,Wat time Ì_ wan today?,,,
ham,Did you see that film:),,,
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",,,
ham,my ex-wife was not able to have kids. Do you want kids one day?,,,
ham,How come?,,,
ham,Good Morning plz call me sir,,,
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,,,
ham,", how's things? Just a quick question.",,,
ham,Hey! There's veggie pizza... :/,,,
spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,,,
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,,,
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,,,
ham,:-( that's not v romantic!,,,
ham,"Get the door, I'm here",,,
ham,That was random saw my old roomate on campus. He graduated,,,
ham,Will do. Have a good day,,,
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",,,
spam,Adult 18 Content Your video will be with you shortly,,,
ham,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,,,
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",,,
ham,I'm in chennai velachery:),,,
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),,,
ham,K.:)you are the only girl waiting in reception ah?,,,
ham,Yep. I do like the pink furniture tho.,,,
ham,"Ela kano.,il download, come wen ur free..",,,
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",,,
ham,Ok..,,,
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,,,
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,,,
ham,Ok. I.ll do you right later.,,,
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,,,
ham,Ok then i will come to ur home after half an hour,,,
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,,,
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,,,
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,,,
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,,,
ham,Yes just finished watching days of our lives. I love it.,,,
ham,Nope... Juz off from work...,,,
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,,,
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,,,
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,
ham,"Hiya, had a good day? Have you spoken to since the weekend?",,,
ham,Cramps stopped. Going back to sleep,,,
ham,(You didn't hear it from me),,,
ham,I'm also came to room.,,,
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",,,
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",,,
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
ham,"Yes, my reg is  Ciao!",,,
ham,Uncle Abbey! Happy New Year. Abiola,,,
ham,I'm on da bus going home...,,,
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",,,
ham,What does the dance river do?,,,
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",,,
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,,,
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",,,
ham,S.this will increase the chance of winning.,,,
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex",,,
spam,You have 1 new message. Please call 08715205273,,,
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",,,
ham,"Sorry,in meeting I'll call later",,,
ham,Sac needs to carry on:),,,
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,,,
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",,,
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,,,
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,,,
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,,,
ham,Be happy there. I will come after noon,,,
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,,,
ham,.Please charge my mobile when you get up in morning.,,,
ham,Ultimately tor motive tui achieve korli.,,,
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",,,
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",,,
ham,"I dont knw pa, i just drink milk..",,,
ham,Just glad to be talking to you.,,,
