v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,,,
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,,,
ham,Oooh bed ridden ey? What are YOU thinking of?,,,
ham,Except theres a chick with huge boobs.,,,
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,,,
ham,I will spoil you in bed as well :),,,
ham,"Call me, i am senthil from hsbc.",,,
ham,I'm awake oh. What's up.,,,
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,,,
ham,All done? All handed in? Celebrations in full swing yet?,,,
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,,,
ham,Huh y lei...,,,
ham,My uncles in Atlanta. Wish you guys a great semester.,,,
ham,Gudnite....tc...practice going on,,,
ham,Ok. Very good. Its all about making that money.,,,
ham,Hurry home. Soup is DONE!,,,
ham,Oh great. I.ll disturb him more so that we can talk.,,,
ham,Aiyah then i wait lor. Then u entertain me. Hee...,,,
ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",,,
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,,,
ham,No calls..messages..missed calls,,,
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",,,
ham,Then any special there?,,,
ham,You also didnt get na hi hi hi hi hi,,,
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),,,
ham,Fine if thatåÕs the way u feel. ThatåÕs the way its gota b,,,
ham,Tell where you reached,,,
ham,Much better now thanks lol,,,
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee,,,
ham,Hi its in durban are you still on this number,,,
ham,Easy ah?sen got selected means its good..,,,
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",,,
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",,,
ham,So the sun is anti sleep medicine.,,,
ham,Ugh I don't wanna get out of bed. It's so warm.,,,
ham,Good evening! this is roger. How are you?,,,
ham,Hello which the site to download songs its urgent pls,,,
ham,how are you? I miss you!,,,
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,,,
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?,,,
ham,Thanks for sending this mental ability question..,,,
ham,Ding me on ya break fassyole! Blacko from londn,,,
ham,I had it already..sabarish asked me to go..,,,
ham,He didn't see his shadow. We get an early spring yay,,,
ham,I want to be inside you every night...,,,
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,,,
spam,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",,,
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",,,
ham,Text her. If she doesnt reply let me know so i can have her log in,,,
ham,I dont know why she.s not getting your messages,,,
ham,Well I might not come then...,,,
ham,"Yo, you around? Just got my car back",,,
ham,Din i tell u jus now 420,,,
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,,,
ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",,,
ham,Hi.:)technical support.providing assistance to us customer through call and email:),,,
ham,You made my day. Do have a great day too.,,,
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,,,
ham,"I don't think I can get away for a trek that long with family in town, sorry",,,
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,,,
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),,,
ham,"Sir, waiting for your letter.",,,
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",,,
ham,Ok. I only ask abt e movie. U wan ktv oso?,,,
ham,I think the other two still need to get cash but we can def be ready by 9,,,
ham,K.i did't see you.:)k:)where are you now?,,,
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,,,
ham,Ok lor then we go tog lor...,,,
ham,Boo. How's things? I'm back at home and a little bored already :-(,,,
ham,When Ì_ login dat time... Dad fetching Ì_ home now?,,,
ham,What Today-sunday..sunday is holiday..so no work..,,,
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,,,
ham,"Sorry, I'll call later",,,
ham,Congrats kano..whr s the treat maga?,,,
ham,Really? I crashed out cuddled on my sofa.,,,
ham,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",,,
ham,That seems unnecessarily hostile,,,
ham,Ok lor Ì_ reaching then message me.,,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,,,
ham,Correct. So how was work today,,,
ham,Omg it could snow here tonite!,,,
ham,My sister got placed in birla soft da:-),,,
ham,I might go 2 sch. Yar at e salon now v boring.,,,
ham,"Haha just kidding, papa needs drugs",,,
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,,,
ham,Holy living christ what is taking you so long,,,
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",,,
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,,,
ham,"And very importantly, all we discuss is between u and i only.",,,
ham,We are okay. Going to sleep now. Later,,,
ham,S now only i took tablets . Reaction morning only.,,,
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,,,
ham,Hey what happen de. Are you alright.,,,
ham,You will go to walmart. I.ll stay.,,,
ham,Headin towards busetop,,,
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",,,
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,,,
spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",,,
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,,,
ham,My birthday is on feb  &lt;#&gt;  da. .,,,
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",,,
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",,,
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",,,
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",,,
ham,Pls dont forget to study,,,
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",,,
spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,,,
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,,,
ham,"Hmm well, night night ",,,
ham,Go fool dont cheat others ok,,,
ham,I tagged MY friends that you seemed to count as YOUR friends.,,,
ham,Jus finish watching tv... U?,,,
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,,,
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,,,
ham,Ok thanx...,,,
ham,R u in this continent?,,,
ham,Do you hide anythiing or keeping distance from me,,,
ham,He also knows about lunch menu only da. . I know,,,
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",,,
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",,,
ham,Send me the new number,,,
ham,Otherwise had part time job na-tuition..,,,
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,,,
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",,,
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",,,
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,,,
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,,,
ham,Wait.i will come out.. &lt;#&gt;  min:),,,
ham,Company is very good.environment is terrific and food is really nice:),,,
ham,"Just dropped em off, omw back now",,,
ham,Am only searching for good dual sim mobile pa.,,,
ham,Package all your programs well,,,
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,,,
ham,DO U WANT 2 MEET UP 2MORRO,,,
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,,,
ham,"Me not waking up until 4 in the afternoon, sup",,,
ham,"Sorry, I'll call later ok bye",,,
ham,Thank You meet you monday,,,
ham,"Aight, call me once you're close",,,
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,,,
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,,,
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",,,
spam,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",,,
ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,"\"" not \""what i need to do.\""""",,
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent.",,,
ham,Finally the match heading towards draw as your prediction.,,,
ham,He is world famamus....,,,
ham,My uncles in Atlanta. Wish you guys a great semester.,,,
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
ham,I see the letter B on my car,,,
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,,,
ham,Home so we can always chat,,,
ham,I'll let you know when it kicks in,,,
ham,Oi when you gonna ring,,,
ham,Whatsup there. Dont u want to sleep,,,
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,,,
ham,TELL HER I SAID EAT SHIT.,,,
ham,Have a nice day my dear.,,,
ham,K..k..i'm also fine:)when will you complete the course?,,,
ham,Great comedy..cant stop laughing da:),,,
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,,,
ham,Hi mom we might be back later than  &lt;#&gt; ,,,
ham,Did u see what I posted on your Facebook?,,,
ham,So u gonna get deus ex?,,,
ham,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",,,
ham,Its going good...no problem..but still need little experience to understand american customer voice...,,,
ham,I dunno lei... Like dun haf...,,,
ham,Did either of you have any idea's? Do you know of anyplaces doing something?,,,
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
ham,Are you at work right now ?,,,
spam,network operator. The service is free. For T & C's visit 80488.biz,,,
ham,K. I will sent it again,,,
ham,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",,,
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",,,
ham,"* Was really good to see you the other day dudette, been missing you!",,,
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,,,
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...,,,
ham,Have you seen who's back at Holby?!,,,
ham,Dear we got  &lt;#&gt;  dollars hi hi,,,
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,,,
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,,,
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march Û_ ish!,,,
ham,I am not having her number sir,,,
ham,Ok...,,,
ham,Don no da:)whats you plan?,,,
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,,,
ham,Ok...,,,
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,,,
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,,,
ham,"K, can I pick up another 8th when you're done?",,,
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,,,
ham,"Cool, I'll text you when I'm on the way",,,
ham,So when you gonna get rimac access ,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,,,
ham,I'm at home. Please call,,,
ham,The battery is for mr adewale my uncle. Aka Egbon,,,
ham,I not free today i haf 2 pick my parents up tonite...,,,
ham,"Come to mu, we're sorting out our narcotics situation",,,
ham,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",,,
ham,Dude just saw a parked car with its sunroof popped up. Sux,,,
ham,I'm coming home 4 dinner.,,,
ham,I asked you to call him now ok,,,
ham,Okie.. Thanx..,,,
ham,The hair cream has not been shipped.,,,
ham,Yes fine ,,,
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",,,
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,,,
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",,,
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,,,
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,,,
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI,,,
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",,,
ham,I dont understand your message.,,,
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk,,,
ham,Nothing just getting msgs by dis name wit different no's..,,,
ham,For my family happiness..,,,
ham,No da. I am happy that we sit together na,,,
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",,,
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,,,
ham,Ok...,,,
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,,,
ham,"Yeah why not, is the gang all ready",,,
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,,,
ham,Watching tv lor...,,,
ham,Enjoy ur life. . Good night,,,
ham,K. Did you call me just now ah? ,,,
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",,,
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,,,
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,,,
ham,Every day i use to sleep after  &lt;#&gt;  so only.,,,
ham,Remember to ask alex about his pizza,,,
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",,,
ham,"I wake up long ago already... Dunno, what other thing?",,,
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",,,
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,,,
ham,What Today-sunday..sunday is holiday..so no work..,,,
ham,Shall i come to get pickle,,,
ham,have * good weekend.,,,
ham,I'm going 2 orchard now laready me reaching soon. U reaching?,,,
ham,Are you free now?can i call now?,,,
ham,Where can download clear movies. Dvd copies.,,,
ham,Bring it if you got it,,,
ham,K and you're sure I don't have to have consent forms to do it :V,,,
ham,That one week leave i put know that time. Why.,,,
ham,You dont know you jabo me abi.,,,
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,,,
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,,,
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",,,
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",,,
ham,Sorry i'm not free...,,,
ham,How are you. Just checking up on you,,,
ham,I'm fine. Hope you are good. Do take care.,,,
ham,Ok no prob,,,
ham,Where r e meeting tmr?,,,
ham,Then we wait 4 u lor... No need 2 feel bad lar...,,,
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,,,
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",,,
ham,"No, I was trying it all weekend ;V",,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,
ham,(That said can you text him one more time?),,,
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",,,
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",,,
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,,,
ham,Wait  &lt;#&gt;  min..,,,
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,,,
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",,,
ham,Now am free call me pa.,,,
ham,"Sorry, I can't help you on this.",,,
spam,Money i have won wining number 946 wot do i do next,,,
ham,Lmao but its so fun...,,,
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,,,
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",,,
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,,,
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,,,
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,
ham,She ran off with a younger man. we will make pretty babies together :),,,
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,,,
ham,"That's cool he'll be here all night, lemme know when you're around",,,
ham,Need a coffee run tomo?Can't believe it's that time of week already,,,
ham,"Sorry, I can't help you on this.",,,
ham,We confirm eating at esplanade?,,,
ham,Hey come online! Use msn... We are all there,,,
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",,,
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),,,
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",,,
ham,S s..first time..dhoni rocks...,,,
ham,Dear where you. Call me,,,
ham,Probably gonna swing by in a wee bit,,,
ham,What you did in  leave.,,,
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,,,
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,,,
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,,,
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",,,
ham,Nothing spl..wat abt u and whr ru?,,,
ham,Oh god i am happy to see your message after 3 days,,,
ham,"She was supposed to be but couldn't make it, she's still in town though",,,
ham,ÌÏ still got lessons?  ÌÏ in sch?,,,
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,,,
ham,"Aight no rush, I'll ask jay",,,
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",,,
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",,,
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
ham,"Mostly sports type..lyk footbl,crckt..",,,
ham,Actually getting ready to leave the house.,,,
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,,,
ham,"Yeah sure, give me a couple minutes to track down my wallet",,,
ham,I am great! How are you?,,,
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",,,
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,,,
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",,,
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,,,
ham,Dear i have reache room,,,
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,,,
ham,"Don't worry, * is easy once have ingredients!",,,
ham,Raviyog Peripherals bhayandar east,,,
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,,,
ham,Sry da..jst nw only i came to home..,,,
ham,Fuck cedar key and fuck her (come over anyway tho),,,
ham,Want to finally have lunch today?,,,
ham,I'm freezing and craving ice. Fml,,,
ham,S.i think he is waste for rr..,,,
ham,Hi..i got the money da:),,,
ham,Huh? 6 also cannot? Then only how many mistakes?,,,
ham,Finish liao... U?,,,
ham,\Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them," just Keep-in-touch\"" gdeve.."""
ham,Anything lor if they all go then i go lor...,,,
ham,Are you sure you don't mean \get here," we made you hold all the weed\""""",,
ham,aathi..where are you dear..,,,
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",,,
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,,,
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,,,
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
ham,Oh... Okie lor...We go on sat... ,,,
ham,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..,,,
ham,On the road so cant txt,,,
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month ,,,
ham,Do you like shaking your booty on the dance floor?,,,
ham,No no:)this is kallis home ground.amla home town is durban:),,,
ham,Yar lor... How u noe? U used dat route too?,,,
ham,I thank you so much for all you do with selflessness. I love you plenty.,,,
ham,Cos darren say Ì_ considering mah so i ask Ì_...,,,
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",,,
ham,Simply sitting and watching match in office..,,,
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,,,
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",,,
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",,,
ham,None of that's happening til you get here though,,,
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,,,
ham,"Nothing much, chillin at home. Any super bowl plan?",,,
ham,New car and house for my parents.:)i have only new job in hand:),,,
ham,You call times job today ok umma and ask them to speed up,,,
ham,Boy you best get yo ass out here quick,,,
ham,"yeah, that's what I was thinking",,,
ham,I donno if they are scorable,,,
ham,"Nah, I'm a perpetual DD",,,
ham,"Sorry, I'll call later In meeting.",,,
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",,,
ham,It should take about  &lt;#&gt;  min,,,
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",,,
ham,Yay! You better not have told that to 5 other girls either.,,,
ham,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx,,,
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,,,
ham,I'm in inside office..still filling forms.don know when they leave me.,,,
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",,,
ham,"Lets use it next week, princess :)",,,
ham,No it will reach by 9 only. She telling she will be there. I dont know,,,
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",,,
ham,Are you available for soiree on June 3rd?,,,
